Model,Year,Type,Stage,Unit,CO2,"CO2 (VOC, CO, CO2)",CH4,N2O,GHG,VOC,CO,NOx,PM10,PM2.5,SOx,BC,OC,,,,,
BEV300_NMC622,2019,Fixed,Battery.Cu.Mine,g,4588.344,4597.225,8.389,0.062,4865.346,0.59,4.481,4.248,1.526,0.763,1.578,0.015,0.056,,,,,
BEV300_NMC622,2019,Fixed,Battery.Cu.Prod,g,54072.722,54158.831,116.883,1.331,58017.95,6.578,41.75,60.098,7.367,4.602,3077.148,0.949,0.982,,,,,
BEV300_NMC622,2019,Fixed,Battery.Li.Prod,g,547638.381,548531.812,814.003,4.707,574199.182,91.574,386.924,785.262,143.3,100.794,723.102,9.23,17.763,,,,,
BEV300_NMC622,2019,Fixed,Battery.Graphite.Prod,g,314015.598,314401.848,722.575,6.869,337899.433,77.021,93.037,930.57,369.166,184.09,5090.917,1.365,2.779,,,,,
BEV300_NMC622,2019,Fixed,Battery.Ni.Mine,g,164541.81,164809.145,218.679,33.266,180185.021,24.422,121.686,503.1,36.546,25.943,317.184,2.221,3.901,,,,,
BEV300_NMC622,2019,Fixed,Battery.Ni.Prod,g,702935.847,704952.025,1396.407,60.13,762778.588,168.434,948.961,1320.035,503.865,275.945,57320.868,7.092,15.122,,,,,
BEV300_NMC622,2019,Fixed,Battery.Mn.Mine,g,16755.589,0,35.241,0.301,0,2.033,9.371,12.611,66.736,33.479,7.916,0.06,0.268,,,,,
BEV300_NMC622,2019,Fixed,Battery.Co.Mine,g,29587.799,29668.754,36.296,0.724,30949.442,10.237,31.213,71.514,838.749,90.308,1.636,3.008,0.905,,,,,
BEV300_NMC622,2019,Fixed,Battery.Co.Prod,g,196489.667,196800.871,480.288,4.63,212436.479,38.019,122.634,222.626,22.917,16.046,887.781,1.833,4.889,,,,,
BEV300_NMC622,2019,Fixed,Battery.Remainder,g,2274215.558,2294475.295,6176.255,58.176,2528159.223,425.923,1371.762,2037.291,421.331,251.173,2154.974,16.361,45.559,,,,,
BEV300_NMC622,2019,Fixed,Battery.Total,g,4304841.315,4312395.805,10005.016,170.195,4689490.665,844.832,3131.819,5947.355,2411.504,983.144,69583.104,42.134,92.224,,,,,
BEV300_NMC622,2019,Fixed,Car.Cu.Mine,g,16081.066,16112.192,29.402,0.217,17051.891,2.069,15.704,14.888,5.349,2.675,5.53,0.051,0.198,,,,,
BEV300_NMC622,2019,Fixed,Car.Cu.Prod,g,189512.15,189813.94,409.647,4.664,203339.244,23.055,146.323,210.63,25.82,16.127,10784.68,3.325,3.441,,,,,
BEV300_NMC622,2019,Fixed,Car.Remainder,g,4132838.12,4257898.588,11555.394,108.323,4680692.854,31957.042,16202.468,4394.339,1857.401,884.109,11579.069,25.705,63.4,,,,,
BEV300_NMC622,2019,Fixed,Total,g,8643272.651,8776220.524,21999.459,283.399,9590574.653,32826.998,19496.313,10567.212,4300.074,1886.055,91952.382,71.215,159.262,,,,,
BEV300_NMC811,2019,Fixed,Battery.Cu.Mine,g,4546.445244,4555.245161,8.312654093,0.061481701,4820.917435,0.584949848,4.439796863,4.209161833,1.512287551,0.756273111,1.563326685,0.014369288,0.055851811,,,,,
BEV300_NMC811,2019,Fixed,Battery.Cu.Prod,g,53578.94965,53664.27161,115.8154497,1.318550185,57488.1509,6.518004042,41.36841613,59.54929875,7.29991216,4.559567742,3049.048983,0.94001651,0.972872745,,,,,
BEV300_NMC811,2019,Fixed,Battery.Li.Prod,g,580894.0106,581753.7821,987.8084901,8.193363384,613559.2781,106.721531,335.4629343,904.1271884,132.5945471,96.16915925,813.697969,11.61593605,23.81011507,,,,,
BEV300_NMC811,2019,Fixed,Battery.Graphite.Prod,g,337599.4955,338014.7541,776.8437142,7.385061565,363277.1069,82.80572976,100.0241213,1000.459975,396.8922625,197.9155584,5473.266323,1.467404386,2.987227652,,,,,
BEV300_NMC811,2019,Fixed,Battery.Ni.Mine,g,185428.2301,185729.5003,246.4369553,37.48880383,203057.1419,27.52177667,137.1325265,566.9614279,41.18545382,29.23640526,357.4468012,2.503222454,4.396308415,,,,,
BEV300_NMC811,2019,Fixed,Battery.Ni.Prod,g,792164.3145,794436.4202,1573.662525,67.76230112,859603.3057,189.814675,1069.419657,1487.596199,567.8244047,310.9729389,64596.99866,7.991834548,17.04113138,,,,,
BEV300_NMC811,2019,Fixed,Battery.Mn.Mine,g,7080.933935,0,14.89276764,0.127133072,0,0.859120391,3.960216206,5.329340502,28.20280926,14.14830678,3.345423996,0.025338353,0.113417567,,,,,
BEV300_NMC811,2019,Fixed,Battery.Co.Mine,g,12503.84279,12538.05456,15.33884475,0.305868534,13079.27507,4.326354189,13.19052367,30.22204348,354.4564553,38.16435477,0.691300406,1.271375328,0.382303989,,,,,
BEV300_NMC811,2019,Fixed,Battery.Co.Prod,g,83036.79304,83168.30803,202.9704866,1.956657588,89775.93689,16.0669167,51.8253068,94.08211822,9.684629078,6.781266936,375.1773894,0.774448586,2.066012546,,,,,
BEV300_NMC811,2019,Fixed,Battery.Remainder,g,2166189.103,2176623.066,5952.207341,55.96725341,2402397.798,408.2655832,1318.355225,1956.804825,415.8857526,246.5192271,2114.905536,15.67710498,43.71965659,,,,,
BEV300_NMC811,2019,Fixed,Battery.Total,g,4223022.118,4230483.403,9894.289228,180.5664744,4607058.911,843.4846408,3075.178723,6109.341578,1955.538514,945.2230582,76786.14171,42.28105049,95.54489777,,,,,
BEV300_NMC811,2019,Fixed,Car.Cu.Mine,g,16081.0658,16112.19167,29.40238588,0.217464685,17051.89139,2.06900479,15.7038437,14.88807294,5.349057187,2.674986062,5.52958585,0.050825086,0.197551404,,,,,
BEV300_NMC811,2019,Fixed,Car.Cu.Prod,g,189512.1504,189813.9396,409.646607,4.663795811,203339.2437,23.05459458,146.3227172,210.6296546,25.82025329,16.12748091,10784.68005,3.324898142,3.441112734,,,,,
BEV300_NMC811,2019,Fixed,Car.Remainder,g,4132838.12,4257898.588,11555.39435,108.3229614,4680692.854,31957.04181,16202.46796,4394.339233,1857.4007,884.1090784,11579.06863,25.7054161,63.39975402,,,,,
BEV300_NMC811,2019,Fixed,Total,g,8561453.454,8694308.122,21888.73257,293.7706963,9508142.9,32825.65005,19439.67325,10729.19854,3844.108525,1848.134604,99155.41998,71.36218981,162.5833159,,,,,
BEV300_LFP,2019,Fixed,Battery.Cu.Mine,g,7395.703485,7410.018313,13.52219625,0.100012297,7842.187459,0.951538046,7.22221854,6.847044485,2.460038493,1.230229637,2.543063865,0.023374524,0.090854153,,,,,
BEV300_LFP,2019,Fixed,Battery.Cu.Prod,g,87156.88926,87295.68251,188.3970177,2.144885878,93515.9878,10.60283862,67.29401168,96.86885746,11.87476873,7.417049855,4959.888656,1.529125064,1.582572309,,,,,
BEV300_LFP,2019,Fixed,Battery.Li.Prod,g,502750.4028,503542.244,777.0473571,4.795214664,528124.3966,82.39471733,340.4827634,697.0529578,125.7824096,88.15453999,683.3551748,8.022372176,15.91834565,,,,,
BEV300_LFP,2019,Fixed,Battery.Graphite.Prod,g,375853.379,376315.6911,864.8689906,8.221873492,404440.5573,92.18856587,111.3579981,1113.823531,441.8646945,220.3416545,6093.449987,1.633678084,3.325714706,,,,,
BEV300_LFP,2019,Fixed,Battery.Ni.Mine,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
BEV300_LFP,2019,Fixed,Battery.Ni.Prod,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
BEV300_LFP,2019,Fixed,Battery.Mn.Mine,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
BEV300_LFP,2019,Fixed,Battery.Co.Mine,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
BEV300_LFP,2019,Fixed,Battery.Co.Prod,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
BEV300_LFP,2019,Fixed,Battery.Remainder,g,1853165.962,1856750.522,4961.742738,46.15723043,2061031.013,503.3893387,1282.694698,2115.910897,584.9083615,358.4105143,3700.001889,18.11006477,45.25787511,,,,,
BEV300_LFP,2019,Fixed,Battery.Total,g,2826322.336,2831314.158,6805.5783,61.41921676,3094954.142,689.5269986,1809.051689,4030.503287,1166.890273,675.5539883,15439.23877,29.31861462,66.17536193,,,,,
BEV300_LFP,2019,Fixed,Car.Cu.Mine,g,16081.0658,16112.19167,29.40238588,0.217464685,17051.89139,2.06900479,15.7038437,14.88807294,5.349057187,2.674986062,5.52958585,0.050825086,0.197551404,,,,,
BEV300_LFP,2019,Fixed,Car.Cu.Prod,g,189512.1504,189813.9396,409.646607,4.663795811,203339.2437,23.05459458,146.3227172,210.6296546,25.82025329,16.12748091,10784.68005,3.324898142,3.441112734,,,,,
BEV300_LFP,2019,Fixed,Car.Remainder,g,4132838.12,4257898.588,11555.39435,108.3229614,4680692.854,31957.04181,16202.46796,4394.339233,1857.4007,884.1090784,11579.06863,25.7054161,63.39975402,,,,,
BEV300_LFP,2019,Fixed,Total,g,7164753.672,7295138.877,18800.02164,174.6234386,7996038.131,32671.6924,18173.54621,8650.360248,3055.460284,1578.465534,37808.51704,58.39975395,133.2137801,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Cu.Mine,g,1354.684175,1357.306248,2.476884764,0.018319431,1436.46744,0.174294918,1.322906629,1.254185329,0.450609631,0.225343353,0.465817536,0.004281553,0.016641917,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Cu.Prod,g,15964.68259,15990.10559,34.50901718,0.392882565,17129.48999,1.942140828,12.32636394,17.7436411,2.175122531,1.358594228,908.5116361,0.280092561,0.289882588,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Li.Prod,g,74461.89889,74581.02578,113.1480268,0.679307319,78155.48302,12.31247625,51.38827646,104.7937361,19.00564979,13.34176926,99.93882469,1.217610738,2.382990393,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Graphite.Prod,g,35174.03971,35217.30495,80.93830712,0.769439683,37849.35568,8.627418185,10.42137936,104.2365861,41.35167376,20.62055721,570.2522946,0.1528869,0.311235252,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Ni.Mine,g,11883.25405,11902.56109,15.79302648,2.402487366,13013.01104,1.763745811,8.788201508,36.33398583,2.639388893,1.873628579,22.9071439,0.160420171,0.281739462,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Ni.Prod,g,50766.21718,50911.82613,100.8488921,4.342578468,55088.07618,12.16436141,68.53425427,95.33329173,36.3892901,19.92884489,4139.728593,0.51216042,1.092088801,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Mn.Mine,g,3630.27946,0,7.635279325,0.065179055,0,0.440457027,2.030338326,2.732266045,14.4591208,7.253606371,1.715144376,0.012990561,0.058147339,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Co.Mine,g,6410.516476,6428.056293,7.863975791,0.156813814,6705.531228,2.218051304,6.762566573,15.49434929,181.7240495,19.56624288,0.354418455,0.651813416,0.196001026,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Co.Prod,g,42571.61089,42639.03648,104.0596615,1.003146466,46026.66014,8.237246416,26.56999042,48.23436915,4.965151538,3.476645072,192.3473348,0.397047172,1.059210971,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Remainder,g,379074.7192,383279.6564,1001.359891,9.378771837,420940.1094,68.3504666,227.2255704,326.1097161,65.08928636,38.88566888,325.2991464,2.544850902,7.465703781,,,,,
PHEV20_NMC111,2019,Fixed,Battery.Total,g,621291.9027,622306.8789,1468.632962,19.208926,676344.1841,116.2306587,415.3698479,752.2661268,368.2493429,126.5309007,6261.520354,5.934154394,13.15364153,,,,,
PHEV20_NMC111,2019,Fixed,Car.Cu.Mine,g,11980.246,12004.436,21.513,0.158,12691.79,1.546,12.328,11.708,3.999,1.983,4.754,0.036,0.145,,,,,
PHEV20_NMC111,2019,Fixed,Car.Cu.Prod,g,140697.576,140934.81,300.711,3.124,150784.046,17.29,116.675,161.354,19.586,12.059,7968.526,2.462,2.581,,,,,
PHEV20_NMC111,2019,Fixed,Car.Remainder,g,5054576.855,5186330.917,13479.05247,124.9101221,5672879.603,32693.87561,19000.6406,5534.863694,2269.361259,1089.671698,14612.69692,32.35365847,73.63777082,,,,,
PHEV20_NMC111,2019,Fixed,Total,g,5828546.579,5961577.042,15269.90943,147.4010481,6512699.623,32828.94226,19545.01345,6460.191821,2661.195602,1230.244599,28847.49727,40.78581286,89.51741235,,,,,
PHEV20_LFP,2019,Fixed,Battery.Cu.Mine,g,2711.837914,2717.086839,4.958284841,0.036672257,2875.553532,0.348907573,2.648224891,2.510657015,0.902040714,0.451097503,0.932484248,0.008570912,0.033314172,,,,,
PHEV20_LFP,2019,Fixed,Battery.Cu.Prod,g,31958.46848,32009.36084,69.08094363,0.786481348,34290.20671,3.887822141,24.67519859,35.51962851,4.354210268,2.719665147,1818.679471,0.560695725,0.580293626,,,,,
PHEV20_LFP,2019,Fixed,Battery.Li.Prod,g,61843.6352,61936.23787,100.6256178,0.670177498,65132.60344,9.851997531,39.38918024,81.70709084,14.49516478,10.10262092,87.36604423,0.910375176,1.892280676,,,,,
PHEV20_LFP,2019,Fixed,Battery.Graphite.Prod,g,40817.8017,40868.00896,93.92505944,0.89289819,43922.37876,10.01170885,12.09351555,120.9616052,47.98665248,23.92917681,661.750691,0.177417982,0.361173721,,,,,
PHEV20_LFP,2019,Fixed,Battery.Ni.Mine,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
PHEV20_LFP,2019,Fixed,Battery.Ni.Prod,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
PHEV20_LFP,2019,Fixed,Battery.Mn.Mine,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
PHEV20_LFP,2019,Fixed,Battery.Co.Mine,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
PHEV20_LFP,2019,Fixed,Battery.Co.Prod,g,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
PHEV20_LFP,2019,Fixed,Battery.Remainder,g,370287.3897,370986.0602,1012.470974,8.661723563,412622.8747,94.90086843,256.3884276,373.7965269,134.3308566,75.85673141,895.2092187,2.943092362,7.799005061,,,,,
PHEV20_LFP,2019,Fixed,Battery.Total,g,507619.133,508516.7547,1281.06088,11.04795286,558843.6171,119.0013045,335.1945469,614.4955084,202.0689248,113.0592918,3463.93791,4.600152157,10.66606725,,,,,
PHEV20_LFP,2019,Fixed,Car.Cu.Mine,g,11872.60165,11895.58179,21.70769149,0.160553511,12589.35921,1.527539903,11.59409973,10.99181867,3.949192547,1.974934021,4.082476306,0.037524005,0.145851597,,,,,
PHEV20_LFP,2019,Fixed,Car.Cu.Prod,g,139916.2405,140139.0505,302.4408359,3.443266171,150124.7412,17.02113661,108.0296142,155.5072293,19.06301397,11.90686979,7962.296268,2.45476212,2.540562998,,,,,
PHEV20_LFP,2019,Fixed,Car.Remainder,g,5035186.387,5166880.466,13368.25568,124.2120788,5649920.406,32681.31288,18987.38585,5515.022115,2239.37417,1074.729292,14325.50066,32.22747879,73.36028898,,,,,
PHEV20_LFP,2019,Fixed,Total,g,5694594.362,5827431.853,14973.46509,138.8638513,6371478.124,32818.86286,19442.20412,6296.016671,2464.455302,1201.670387,25755.81731,39.31991708,86.71277083,,,,,
CV,2019,Variable,Feedstock,g/mi,,-2.62,0.27,0,5.535,0.011,0.022,0.033,0.002,0.001,0.008,0,0.001,,,,,
CV,2019,Variable,Fuel,g/mi,,53.252,0.149,0.01,60.462,0.096,0.035,0.058,0.009,0.006,0.018,0.001,0.001,,,,,
CV,2019,Variable,Operation,g/mi,,280.343,0.008,0.004,281.603,0.153,1.466,0.039,0.035,0.008,0.002,0.003,0.002,,,,,
CV,2025,Variable,Feedstock,g/mi,,-2.861110685,0.26248576,0.000235419,5.075848193,0.010662081,0.021257648,0.033666464,0.001678409,0.001452567,0.007973916,0.000262658,0.00053973,,,,,
CV,2025,Variable,Fuel,g/mi,,51.39023842,0.144883197,0.009650048,58.29399705,0.093951482,0.033113378,0.055872837,0.008388701,0.00535972,0.017131405,0.000632997,0.000961114,,,,,
CV,2025,Variable,Operation,g/mi,,273.3182873,0.005302749,0.003869178,274.5027019,0.129652163,1.016153631,0.021298681,0.034682115,0.007573624,0.001624384,0.003129128,0.00156558,,,,,
CV,2035,Variable,Feedstock,g/mi,,-2.97095657,0.213633614,0.0001772,3.485009953,0.008717711,0.017246354,0.026699933,0.001280427,0.001114804,0.005882074,0.000205856,0.000416591,,,,,
CV,2035,Variable,Fuel,g/mi,,41.75542538,0.117997732,0.007647927,47.32205812,0.077182021,0.026843082,0.044905347,0.006802807,0.004335442,0.013623515,0.000501307,0.000775284,,,,,
CV,2035,Variable,Operation,g/mi,,224.8349125,0.00521281,0.003787987,225.9951134,0.12663947,1.006026105,0.020707661,0.034608212,0.007508182,0.001336251,0.003091258,0.001542868,,,,,
HEV,2019,Variable,Feedstock,g/mi,,-1.758,0.181,0,3.716,0.007,0.015,0.022,0.001,0.001,0.005,0,0,,,,,
HEV,2019,Variable,Fuel,g/mi,,35.751,0.1,0.007,40.592,0.065,0.023,0.039,0.006,0.004,0.012,0,0.001,,,,,
HEV,2019,Variable,Operation,g/mi,,188.214,0.004,0.004,189.348,0.135,1.466,0.033,0.035,0.008,0.001,0.003,0.002,,,,,
HEV,2025,Variable,Feedstock,g/mi,,-1.87355947,0.171885235,0.000154161,3.323850245,0.006981919,0.013920282,0.022046026,0.001099083,0.000951194,0.00522161,0.000171998,0.000353435,,,,,
HEV,2025,Variable,Fuel,g/mi,,33.6521996,0.094874794,0.006319203,38.17303217,0.061522852,0.021683846,0.036587568,0.005493227,0.00350974,0.011218268,0.000414509,0.000629373,,,,,
HEV,2025,Variable,Operation,g/mi,,178.9814634,0.002492292,0.003869178,180.0815642,0.116290437,1.016153631,0.017890892,0.034682115,0.007573624,0.001063706,0.003129128,0.00156558,,,,,
HEV,2035,Variable,Feedstock,g/mi,,-2.120069274,0.152448564,0.00012645,2.486896845,0.006220943,0.012306967,0.019053024,0.000913711,0.000795522,0.004197438,0.000146899,0.000297279,,,,,
HEV,2035,Variable,Fuel,g/mi,,29.79659658,0.08420297,0.005457547,33.76893571,0.055076952,0.019155175,0.032044375,0.004854471,0.003093764,0.009721716,0.000357732,0.000553241,,,,,
HEV,2035,Variable,Operation,g/mi,,160.4452819,0.002450021,0.003787987,161.5225992,0.113632718,1.006026105,0.017394435,0.034608212,0.007508182,0.000953547,0.003091258,0.001542868,,,,,
BEV300,2019,Variable,Feedstock_NG,g/mi,,11.379,0.387,0.002,23.437,0.018,0.047,0.054,0.001,0.001,0.023,0.00019991,0.000283631,,,,,
BEV300,2019,Variable,Feedstock_NGCC,g/mi,,10.439,0.355,0.002,21.5,0.016,0.043,0.05,0.001,0.001,0.021,0.000183393,0.000260197,,,,,
BEV300,2019,Variable,Feedstock_Nuclear,g/mi,,1.589,0.005,0,1.734,0.001,0.003,0.003,0,0,0.001,2.48E-05,4.55E-05,,,,,
BEV300,2019,Variable,Feedstock_Coal,g/mi,,4.693,0.427,0,17.516,0.021,0.005,0.016,0.025,0.003,0.02,0.000103892,0.000229183,,,,,
BEV300,2019,Variable,Feedstock_RFC,g/mi,,6.275,0.244,0.001,13.8,0.012,0.022,0.027,0.005,0.001,0.014,0,0,,,,,
BEV300,2019,Variable,Fuel,g/mi,,106.115,0.01,0.002,106.825,0.001,0.013,0.046,0.007,0.006,0.048,0,0.002,,,,,
